category,object,query,query_type,assigned_to
camera_drone,camera,safe storage for camera,object_problem,member_2
camera_drone,camera,camera needs a case,object_problem,member_2
camera_drone,gopro,how to store gopro,object_problem,member_2
camera_drone,gopro,gopro easy to break,object_problem,member_2
camera_drone,drone,best way to carry drone,object_problem,member_2
camera_drone,camera lens,camera lens damaged in bag,object_problem,member_2
camera_drone,camera lens,camera lens scratched easily,object_problem,member_2
camera_drone,drone battery,drone battery needs a case,object_problem,member_2
camera_drone,camera lens,camera lens needs a case,object_problem,member_2
camera_drone,camera lens,how to protect camera lens,object_problem,member_2
camera_drone,camera lens,no good case for camera lens,object_problem,member_2
camera_drone,gopro,gopro scratched easily,object_problem,member_2
camera_drone,gopro,how to protect gopro,object_problem,member_2
camera_drone,camera,how to protect camera,object_problem,member_2
camera_drone,gopro,safe storage for gopro,object_problem,member_2
camera_drone,drone battery,no good case for drone battery,object_problem,member_2
camera_drone,camera,camera easy to break,object_problem,member_2
camera_drone,camera lens,best way to carry camera lens,object_problem,member_2
camera_drone,gopro,gopro needs a case,object_problem,member_2
camera_drone,camera,how to store camera,object_problem,member_2
camera_drone,drone battery,drone battery scratched easily,object_problem,member_2
camera_drone,drone,drone scratched easily,object_problem,member_2
camera_drone,camera,best way to carry camera,object_problem,member_2
camera_drone,gopro,no good case for gopro,object_problem,member_2
camera_drone,drone,drone needs a case,object_problem,member_2
camera_drone,drone battery,how to protect drone battery,object_problem,member_2
camera_drone,camera lens,how to store camera lens,object_problem,member_2
camera_drone,drone,drone easy to break,object_problem,member_2
camera_drone,drone,how to protect drone,object_problem,member_2
camera_drone,drone battery,drone battery damaged in bag,object_problem,member_2
camera_drone,drone,safe storage for drone,object_problem,member_2
camera_drone,camera,no good case for camera,object_problem,member_2
camera_drone,camera lens,camera lens easy to break,object_problem,member_2
camera_drone,gopro,best way to carry gopro,object_problem,member_2
camera_drone,drone battery,safe storage for drone battery,object_problem,member_2
camera_drone,camera,camera travel setup,object_scenario,member_2
camera_drone,camera,camera daily carry,object_scenario,member_2
camera_drone,drone,drone daily carry,object_scenario,member_2
camera_drone,camera lens,camera lens daily carry,object_scenario,member_2
camera_drone,camera lens,camera lens travel setup,object_scenario,member_2
camera_drone,gopro,gopro accessories setup,object_scenario,member_2
camera_drone,drone battery,drone battery daily carry,object_scenario,member_2
camera_drone,drone battery,drone battery bag setup,object_scenario,member_2
camera_drone,gopro,gopro bag setup,object_scenario,member_2
camera_drone,camera,camera accessories setup,object_scenario,member_2
camera_drone,drone,drone accessories setup,object_scenario,member_2
camera_drone,drone battery,drone battery accessories setup,object_scenario,member_2
camera_drone,camera lens,camera lens bag setup,object_scenario,member_2
camera_drone,gopro,gopro daily carry,object_scenario,member_2
camera_drone,drone,drone bag setup,object_scenario,member_2
camera_drone,gopro,gopro travel setup,object_scenario,member_2
camera_drone,drone battery,drone battery travel setup,object_scenario,member_2
camera_drone,camera lens,camera lens accessories setup,object_scenario,member_2
digital_accessories,ssd,ssd needs a case,object_problem,member_3
digital_accessories,hard drive,safe storage for hard drive,object_problem,member_3
digital_accessories,charger,how to protect charger,object_problem,member_3
digital_accessories,hard drive,hard drive scratched easily,object_problem,member_3
digital_accessories,charger,charger easy to break,object_problem,member_3
digital_accessories,ssd,ssd scratched easily,object_problem,member_3
digital_accessories,cables,cables damaged in bag,object_problem,member_3
digital_accessories,cables,cables scratched easily,object_problem,member_3
digital_accessories,power bank,power bank damaged in bag,object_problem,member_3
digital_accessories,hard drive,hard drive needs a case,object_problem,member_3
digital_accessories,adapter,adapter scratched easily,object_problem,member_3
digital_accessories,cables,how to protect cables,object_problem,member_3
digital_accessories,ssd,safe storage for ssd,object_problem,member_3
digital_accessories,cables,cables easy to break,object_problem,member_3
digital_accessories,adapter,no good case for adapter,object_problem,member_3
digital_accessories,adapter,adapter damaged in bag,object_problem,member_3
digital_accessories,charger,safe storage for charger,object_problem,member_3
digital_accessories,power bank,how to protect power bank,object_problem,member_3
digital_accessories,hard drive,how to store hard drive,object_problem,member_3
digital_accessories,charger,charger damaged in bag,object_problem,member_3
digital_accessories,charger,charger needs a case,object_problem,member_3
digital_accessories,adapter,adapter easy to break,object_problem,member_3
digital_accessories,charger,charger scratched easily,object_problem,member_3
digital_accessories,ssd,how to store ssd,object_problem,member_3
digital_accessories,power bank,best way to carry power bank,object_problem,member_3
digital_accessories,ssd,ssd damaged in bag,object_problem,member_3
digital_accessories,usb hub,how to store usb hub,object_problem,member_3
digital_accessories,hard drive,how to protect hard drive,object_problem,member_3
digital_accessories,usb hub,usb hub needs a case,object_problem,member_3
digital_accessories,hard drive,hard drive easy to break,object_problem,member_3
digital_accessories,cables,no good case for cables,object_problem,member_3
digital_accessories,usb hub,usb hub easy to break,object_problem,member_3
digital_accessories,adapter,how to store adapter,object_problem,member_3
digital_accessories,adapter,how to protect adapter,object_problem,member_3
digital_accessories,power bank,no good case for power bank,object_problem,member_3
digital_accessories,ssd,how to protect ssd,object_problem,member_3
digital_accessories,cables,safe storage for cables,object_problem,member_3
digital_accessories,adapter,adapter needs a case,object_problem,member_3
digital_accessories,hard drive,best way to carry hard drive,object_problem,member_3
digital_accessories,usb hub,usb hub damaged in bag,object_problem,member_3
digital_accessories,usb hub,best way to carry usb hub,object_problem,member_3
digital_accessories,adapter,safe storage for adapter,object_problem,member_3
digital_accessories,ssd,best way to carry ssd,object_problem,member_3
digital_accessories,charger,how to store charger,object_problem,member_3
digital_accessories,power bank,power bank scratched easily,object_problem,member_3
digital_accessories,charger,best way to carry charger,object_problem,member_3
digital_accessories,ssd,ssd easy to break,object_problem,member_3
digital_accessories,usb hub,usb hub scratched easily,object_problem,member_3
digital_accessories,usb hub,how to protect usb hub,object_problem,member_3
digital_accessories,power bank,power bank needs a case,object_problem,member_3
digital_accessories,hard drive,no good case for hard drive,object_problem,member_3
digital_accessories,cables,best way to carry cables,object_problem,member_3
digital_accessories,power bank,power bank easy to break,object_problem,member_3
digital_accessories,power bank,how to store power bank,object_problem,member_3
digital_accessories,hard drive,hard drive damaged in bag,object_problem,member_3
digital_accessories,power bank,safe storage for power bank,object_problem,member_3
digital_accessories,charger,no good case for charger,object_problem,member_3
digital_accessories,usb hub,no good case for usb hub,object_problem,member_3
digital_accessories,cables,cables needs a case,object_problem,member_3
digital_accessories,adapter,best way to carry adapter,object_problem,member_3
digital_accessories,power bank,power bank bag setup,object_scenario,member_3
digital_accessories,hard drive,hard drive bag setup,object_scenario,member_3
digital_accessories,power bank,power bank travel setup,object_scenario,member_3
digital_accessories,ssd,ssd bag setup,object_scenario,member_3
digital_accessories,charger,charger travel setup,object_scenario,member_3
digital_accessories,adapter,adapter travel setup,object_scenario,member_3
digital_accessories,usb hub,usb hub bag setup,object_scenario,member_3
digital_accessories,ssd,ssd daily carry,object_scenario,member_3
digital_accessories,power bank,power bank accessories setup,object_scenario,member_3
digital_accessories,adapter,adapter bag setup,object_scenario,member_3
digital_accessories,adapter,adapter accessories setup,object_scenario,member_3
digital_accessories,charger,charger bag setup,object_scenario,member_3
digital_accessories,cables,cables travel setup,object_scenario,member_3
digital_accessories,cables,cables bag setup,object_scenario,member_3
digital_accessories,charger,charger daily carry,object_scenario,member_3
digital_accessories,usb hub,usb hub travel setup,object_scenario,member_3
digital_accessories,ssd,ssd accessories setup,object_scenario,member_3
digital_accessories,charger,charger accessories setup,object_scenario,member_3
digital_accessories,hard drive,hard drive daily carry,object_scenario,member_3
digital_accessories,hard drive,hard drive travel setup,object_scenario,member_3
digital_accessories,usb hub,usb hub daily carry,object_scenario,member_3
digital_accessories,hard drive,hard drive accessories setup,object_scenario,member_3
digital_accessories,ssd,ssd travel setup,object_scenario,member_3
digital_accessories,cables,cables accessories setup,object_scenario,member_3
digital_accessories,power bank,power bank daily carry,object_scenario,member_3
digital_accessories,adapter,adapter daily carry,object_scenario,member_3
digital_accessories,usb hub,usb hub accessories setup,object_scenario,member_3
digital_accessories,cables,cables daily carry,object_scenario,member_3
valuable_items,watches,watches scratched easily,object_problem,member_4
gaming,keyboard,keyboard scratched easily,object_problem,member_4
valuable_items,collectibles,how to store collectibles,object_problem,member_4
valuable_items,figurines,no good case for figurines,object_problem,member_4
gaming,switch,how to protect switch,object_problem,member_4
gaming,keyboard,keyboard damaged in bag,object_problem,member_4
valuable_items,watches,safe storage for watches,object_problem,member_4
valuable_items,figurines,best way to carry figurines,object_problem,member_4
gaming,steam deck,how to store steam deck,object_problem,member_4
valuable_items,watches,watches damaged in bag,object_problem,member_4
valuable_items,makeup,how to protect makeup,object_problem,member_4
gaming,gaming gear,gaming gear damaged in bag,object_problem,member_4
valuable_items,collectibles,best way to carry collectibles,object_problem,member_4
valuable_items,makeup,makeup easy to break,object_problem,member_4
gaming,steam deck,safe storage for steam deck,object_problem,member_4
gaming,switch,switch scratched easily,object_problem,member_4
gaming,keyboard,how to protect keyboard,object_problem,member_4
gaming,gaming gear,how to store gaming gear,object_problem,member_4
valuable_items,jewelry,jewelry scratched easily,object_problem,member_4
valuable_items,collectibles,collectibles damaged in bag,object_problem,member_4
valuable_items,cards,how to store cards,object_problem,member_4
valuable_items,figurines,figurines needs a case,object_problem,member_4
valuable_items,cards,cards scratched easily,object_problem,member_4
gaming,gaming gear,safe storage for gaming gear,object_problem,member_4
gaming,gaming gear,gaming gear needs a case,object_problem,member_4
gaming,steam deck,best way to carry steam deck,object_problem,member_4
valuable_items,figurines,safe storage for figurines,object_problem,member_4
valuable_items,figurines,figurines scratched easily,object_problem,member_4
gaming,gaming gear,gaming gear scratched easily,object_problem,member_4
valuable_items,cards,safe storage for cards,object_problem,member_4
gaming,steam deck,how to protect steam deck,object_problem,member_4
valuable_items,figurines,figurines easy to break,object_problem,member_4
gaming,switch,switch easy to break,object_problem,member_4
valuable_items,watches,watches needs a case,object_problem,member_4
valuable_items,jewelry,best way to carry jewelry,object_problem,member_4
gaming,steam deck,no good case for steam deck,object_problem,member_4
valuable_items,jewelry,how to protect jewelry,object_problem,member_4
gaming,gaming gear,no good case for gaming gear,object_problem,member_4
gaming,switch,no good case for switch,object_problem,member_4
valuable_items,cards,cards needs a case,object_problem,member_4
gaming,gaming gear,how to protect gaming gear,object_problem,member_4
gaming,keyboard,how to store keyboard,object_problem,member_4
valuable_items,makeup,safe storage for makeup,object_problem,member_4
gaming,keyboard,no good case for keyboard,object_problem,member_4
valuable_items,jewelry,jewelry damaged in bag,object_problem,member_4
gaming,steam deck,steam deck scratched easily,object_problem,member_4
gaming,keyboard,keyboard needs a case,object_problem,member_4
gaming,switch,safe storage for switch,object_problem,member_4
gaming,steam deck,steam deck damaged in bag,object_problem,member_4
valuable_items,watches,best way to carry watches,object_problem,member_4
gaming,switch,switch damaged in bag,object_problem,member_4
valuable_items,makeup,makeup needs a case,object_problem,member_4
gaming,switch,switch needs a case,object_problem,member_4
valuable_items,figurines,how to store figurines,object_problem,member_4
valuable_items,watches,how to protect watches,object_problem,member_4
valuable_items,cards,cards damaged in bag,object_problem,member_4
valuable_items,makeup,makeup damaged in bag,object_problem,member_4
valuable_items,collectibles,how to protect collectibles,object_problem,member_4
valuable_items,watches,no good case for watches,object_problem,member_4
valuable_items,jewelry,jewelry easy to break,object_problem,member_4
valuable_items,watches,watches accessories setup,object_scenario,member_4
valuable_items,watches,watches travel setup,object_scenario,member_4
gaming,gaming gear,gaming gear accessories setup,object_scenario,member_4
valuable_items,collectibles,collectibles daily carry,object_scenario,member_4
gaming,steam deck,steam deck travel setup,object_scenario,member_4
gaming,gaming gear,gaming gear travel setup,object_scenario,member_4
valuable_items,makeup,makeup bag setup,object_scenario,member_4
valuable_items,collectibles,collectibles accessories setup,object_scenario,member_4
valuable_items,makeup,makeup accessories setup,object_scenario,member_4
gaming,steam deck,steam deck daily carry,object_scenario,member_4
valuable_items,collectibles,collectibles bag setup,object_scenario,member_4
gaming,keyboard,keyboard bag setup,object_scenario,member_4
gaming,gaming gear,gaming gear bag setup,object_scenario,member_4
valuable_items,figurines,figurines accessories setup,object_scenario,member_4
valuable_items,cards,cards daily carry,object_scenario,member_4
gaming,keyboard,keyboard travel setup,object_scenario,member_4
valuable_items,watches,watches bag setup,object_scenario,member_4
valuable_items,collectibles,collectibles travel setup,object_scenario,member_4
gaming,switch,switch travel setup,object_scenario,member_4
valuable_items,cards,cards bag setup,object_scenario,member_4
gaming,steam deck,steam deck bag setup,object_scenario,member_4
gaming,keyboard,keyboard accessories setup,object_scenario,member_4
gaming,switch,switch bag setup,object_scenario,member_4
valuable_items,figurines,figurines bag setup,object_scenario,member_4
valuable_items,jewelry,jewelry bag setup,object_scenario,member_4
gaming,switch,switch daily carry,object_scenario,member_4
valuable_items,figurines,figurines daily carry,object_scenario,member_4
valuable_items,makeup,makeup travel setup,object_scenario,member_4
gaming,switch,switch accessories setup,object_scenario,member_4
valuable_items,cards,cards accessories setup,object_scenario,member_4
valuable_items,jewelry,jewelry accessories setup,object_scenario,member_4
valuable_items,cards,cards travel setup,object_scenario,member_4
gaming,keyboard,keyboard daily carry,object_scenario,member_4
valuable_items,jewelry,jewelry daily carry,object_scenario,member_4
valuable_items,watches,watches daily carry,object_scenario,member_4
valuable_items,jewelry,jewelry travel setup,object_scenario,member_4
gaming,steam deck,steam deck accessories setup,object_scenario,member_4
gaming,gaming gear,gaming gear daily carry,object_scenario,member_4
valuable_items,figurines,figurines travel setup,object_scenario,member_4
valuable_items,makeup,makeup daily carry,object_scenario,member_4
travel_outdoor,tools,safe storage for tools,object_problem,member_5
travel_outdoor,hiking equipment,no good case for hiking equipment,object_problem,member_5
travel_outdoor,hiking equipment,hiking equipment damaged in bag,object_problem,member_5
travel_outdoor,tools,no good case for tools,object_problem,member_5
travel_outdoor,carry on essentials,carry on essentials damaged in bag,object_problem,member_5
travel_outdoor,tools,tools easy to break,object_problem,member_5
travel_outdoor,travel gear,travel gear scratched easily,object_problem,member_5
travel_outdoor,camping gear,safe storage for camping gear,object_problem,member_5
travel_outdoor,travel gear,travel gear damaged in bag,object_problem,member_5
travel_outdoor,travel gear,safe storage for travel gear,object_problem,member_5
travel_outdoor,travel gear,travel gear needs a case,object_problem,member_5
travel_outdoor,hiking equipment,hiking equipment needs a case,object_problem,member_5
travel_outdoor,carry on essentials,carry on essentials easy to break,object_problem,member_5
travel_outdoor,hiking equipment,how to store hiking equipment,object_problem,member_5
travel_outdoor,camping gear,camping gear damaged in bag,object_problem,member_5
travel_outdoor,camping gear,camping gear scratched easily,object_problem,member_5
travel_outdoor,tools,tools needs a case,object_problem,member_5
travel_outdoor,camping gear,camping gear needs a case,object_problem,member_5
travel_outdoor,camping gear,how to protect camping gear,object_problem,member_5
travel_outdoor,camping gear,no good case for camping gear,object_problem,member_5
travel_outdoor,tools,how to store tools,object_problem,member_5
travel_outdoor,carry on essentials,carry on essentials scratched easily,object_problem,member_5
travel_outdoor,carry on essentials,how to protect carry on essentials,object_problem,member_5
travel_outdoor,travel gear,how to protect travel gear,object_problem,member_5
travel_outdoor,carry on essentials,safe storage for carry on essentials,object_problem,member_5
travel_outdoor,carry on essentials,best way to carry carry on essentials,object_problem,member_5
travel_outdoor,travel gear,travel gear easy to break,object_problem,member_5
travel_outdoor,camping gear,best way to carry camping gear,object_problem,member_5
travel_outdoor,carry on essentials,carry on essentials needs a case,object_problem,member_5
travel_outdoor,travel gear,how to store travel gear,object_problem,member_5
travel_outdoor,tools,tools scratched easily,object_problem,member_5
travel_outdoor,hiking equipment,safe storage for hiking equipment,object_problem,member_5
travel_outdoor,travel gear,best way to carry travel gear,object_problem,member_5
travel_outdoor,carry on essentials,no good case for carry on essentials,object_problem,member_5
travel_outdoor,hiking equipment,hiking equipment easy to break,object_problem,member_5
travel_outdoor,tools,how to protect tools,object_problem,member_5
travel_outdoor,camping gear,how to store camping gear,object_problem,member_5
travel_outdoor,hiking equipment,hiking equipment scratched easily,object_problem,member_5
travel_outdoor,hiking equipment,how to protect hiking equipment,object_problem,member_5
travel_outdoor,tools,tools damaged in bag,object_problem,member_5
travel_outdoor,hiking equipment,best way to carry hiking equipment,object_problem,member_5
travel_outdoor,travel gear,no good case for travel gear,object_problem,member_5
travel_outdoor,camping gear,camping gear easy to break,object_problem,member_5
travel_outdoor,carry on essentials,how to store carry on essentials,object_problem,member_5
travel_outdoor,tools,best way to carry tools,object_problem,member_5
travel_outdoor,travel gear,travel gear travel setup,object_scenario,member_5
travel_outdoor,tools,tools bag setup,object_scenario,member_5
travel_outdoor,carry on essentials,carry on essentials accessories setup,object_scenario,member_5
travel_outdoor,travel gear,travel gear bag setup,object_scenario,member_5
travel_outdoor,hiking equipment,hiking equipment travel setup,object_scenario,member_5
travel_outdoor,camping gear,camping gear bag setup,object_scenario,member_5
travel_outdoor,hiking equipment,hiking equipment accessories setup,object_scenario,member_5
travel_outdoor,travel gear,travel gear accessories setup,object_scenario,member_5
travel_outdoor,tools,tools daily carry,object_scenario,member_5
travel_outdoor,tools,tools travel setup,object_scenario,member_5
travel_outdoor,carry on essentials,carry on essentials bag setup,object_scenario,member_5
travel_outdoor,travel gear,travel gear daily carry,object_scenario,member_5
travel_outdoor,hiking equipment,hiking equipment bag setup,object_scenario,member_5
travel_outdoor,tools,tools accessories setup,object_scenario,member_5
travel_outdoor,camping gear,camping gear travel setup,object_scenario,member_5
travel_outdoor,carry on essentials,carry on essentials travel setup,object_scenario,member_5
travel_outdoor,camping gear,camping gear accessories setup,object_scenario,member_5
travel_outdoor,hiking equipment,hiking equipment daily carry,object_scenario,member_5
travel_outdoor,carry on essentials,carry on essentials daily carry,object_scenario,member_5
travel_outdoor,camping gear,camping gear daily carry,object_scenario,member_5
generic,,desk setup tech gadgets,scenario,leader
generic,,gaming setup accessories,scenario,leader
generic,,what's in my bag tech,scenario,leader
generic,,college tech essentials,scenario,leader
generic,,camera bag setup,scenario,leader
generic,,minimalist tech setup,scenario,leader
generic,,EDC setup gadgets,scenario,leader
generic,,everyday carry tech EDC,scenario,leader
generic,,daily carry gadgets,scenario,leader
generic,,travel gadgets packing,scenario,leader
generic,,photography gear setup,scenario,leader
generic,,work from home setup tech,scenario,leader
generic,,tech travel setup,scenario,leader
generic,,drone travel setup,scenario,leader
generic,,safe storage for electronics,problem,leader
generic,,how to store cables,problem,leader
generic,,how to pack tech for travel,problem,leader
generic,,how to protect electronics,problem,leader
generic,,how to prevent scratches on devices,problem,leader
generic,,how to organize tech accessories,problem,leader
generic,,how to organize backpack tech,problem,leader
generic,,how to store drone,problem,leader
generic,,how to carry camera safely,problem,leader
generic,,best way to protect gadgets,problem,leader
generic,,drone accessories review,product_support,leader
generic,,gadget storage solutions review,product_support,leader
generic,,tech organizer review,product_support,leader
generic,,camera accessories review,product_support,leader
generic,,electronics carrying case review,product_support,leader
global,,new gadgets you must have,trend,leader
global,,latest tech accessories,trend,leader
global,,amazon tech finds,trend,leader
global,,viral tech gadgets,trend,leader
global,,cool gadgets you need,trend,leader
