comment_id,video_id,thread_id,parent_comment_id,is_reply,author_display_name,text_original,clean_text,comment_like_count,published_at,product_categories,video_context,demand_signals,priority_level,title,channel_title,description,view_count,engagement_rate,video_url,search_keyword,fetched_by,signal,confidence,reason
UgwHFPOAljgzGOBa3Gp4AaABAg,J74PqmPW4cc,UgwHFPOAljgzGOBa3Gp4AaABAg,,False,@slh48,Do you live in California I would have a car camera that the lens faces the road one faces you and the vehicle and faces towards the driver side door facing out the window on the in the passenger window and you want the camera in the back window and you want a body camera even if it’s one of the small ones that you put in your pocket you need to protect yourself in California And if you have the insurance don’t get the US CCA there’s several people that they refuse to pay for and it’s called attorneys on retainer this company these companies started by lawyers they actually paid for the people that had US CCA and they wouldn’t pay for them so attorneys on retainer paid for these people I promise you look up heavy duty country his YouTube channel about USCCA they hate him because he puts them out there about them not paying for people that carry their insurance 🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸,do you live in california i would have a car camera that the lens faces the road one faces you and the vehicle and faces towards the driver side door facing out the window on the in the passenger window and you want the camera in the back window and you want a body camera even if it s one of the small ones that you put in your pocket you need to protect yourself in california and if you have the insurance don t get the us cca there s several people that they refuse to pay for and it s called attorneys on retainer this company these companies started by lawyers they actually paid for the people that had us cca and they wouldn t pay for them so attorneys on retainer paid for these people i promise you look up heavy duty country his youtube channel about uscca they hate him because he puts them out there about them not paying for people that carry their insurance,0,2026-04-26 14:11:26+00:00,digital_accessories|collectibles|general_protection,tutorial,purchase_intent,high,Amazon Budget Pistol Setup You’ll Actually Use (And What to Skip for Your EDC),Doug Johnson,"If you carry to protect your family, you probably think about providing for them too. That's what The Modern Provider Podcast is about, check it out here: https://www.youtube.com/watch?v=y5WG1ojh4jQ

Want the full breakdown of how I use YouTube to build real income around our family? Watch my free masterclass here: https://dougjohnsonofficial.com/free-training

Get the Osight SE on Sale Now (thanks Osight for sponsoring the video!)
Purchase here:
Osight Store: https://www.osight.com/s/MBXO49
Amazon: https://amzn.to/4vDuYRr
Sale Period: April 17th, 10:00 AM EDT – April 24th, 11:59 PM EDT

Amazon Gear I Recommend in the Video
Osight SE Green: https://amzn.to/4vDuYRr
Alien Gear Photon: https://amzn.to/4mENViO
Streamlight TLR-7 HL-X: https://amzn.to/4mENViO
Glock 19 Magwell: https://amzn.to/4tTtWiu
Feyachi Light: https://amzn.to/42cilzo
Snap Caps: https://amzn.to/4mDJgNP

Brothers: Not everybody has the budget for top-tier concealed carry gear, and not everybody needs the most expensive setup on the market. But at the same time, Amazon is full of absolute garbage when it comes to optics, holsters, lights, and other gun-related accessories. So in this video, I put together a budget Amazon CCW / EDC setup to see what’s actually worth buying, what’s surprisingly decent, and what should probably stay in the cart forever.

I tested some of the highest-rated and cheapest options I could find across the three essentials: pistol lights, holsters, and optics. Some of it was exactly as sketchy as expected, some of it was better than I thought, and a few products actually felt like something a normal person could realistically use without spending a fortune. I also compared a few of these budget options against the gear I normally carry so there’s a real point of reference instead of just random Amazon gambling.

If you’ve ever wondered whether there’s such a thing as budget CCW gear that’s actually usable, this video is for you. Drop a comment with your favorite hidden Amazon gun gear finds, let me know what I missed, and if this video does well maybe I’ll do a round two with even more weird budget gear. Big thanks to Osight for sponsoring part of this video and sending over the Osight SE for comparison.

Timestamps:
0:00 The Problem With Cheap CCW Gear
0:59 Building the Ultimate Budget Amazon Setup
3:08 Cheap Amazon Lights Put to the Test
7:33 The Amazon Holster Test
12:00 Budget Amazon Optics
13:20 Sponsored: Osight SE Comparison
18:22 Random Amazon Finds That Surprised Me
22:05 Secret Amazon Banger?

Business Inquiries: doug@dougjohnsonofficial.com
Or email me if you have questions about anything too!

If for some reason you wanted to mail me something:
1 League # 61581
Irvine, CA 92602

UPDATED Gear link list, it's too long for the description: https://dougjohnsonofficial.com/gear-links

Links:
Gear I run: https://dougjohnsonofficial.com/gear-links
I'm on IG: https://www.instagram.com/dougjohnsonofficial/
My other channel: https://www.youtube.com/watch?v=YjVx1s7UcO4
Also check out my wife's channel and how we make a living online: https://www.youtube.com/playlist?list=PL2_l6jBJYHpFIUWX1GpDJyHpwA1dECLOf
Free YouTube Training: https://dougjohnsonofficial.com/free-training-g?utm_source=youtube&utm_campaign=firearms
Make sure you carry less-lethal as well, get some POM! https://alnk.to/af1XObU
Get vidIQ to grow your channel faster! 🚀
https://vidiq.com/2a0

Disclaimer:
This video is for educational and discussion purposes only. Nothing in this video should be taken as legal advice, training, or instruction on the use of firearms. Laws vary by state and locality — always know and follow the laws where you live.

All firearms shown are unloaded and handled safely. No endorsement of violence is intended. Carrying a firearm is a serious responsibility that requires proper training, judgment, and compliance with all applicable laws.

This video reflects my personal experiences and opinions only.",21824,45.68,https://www.youtube.com/watch?v=J74PqmPW4cc,camera lens EDC setup,dashboard_user,no_signal,0.95,"The comment discusses car cameras, body cameras, and insurance issues in California. While it mentions cameras, it does not express any need for protective cases or storage containers for them. The focus is on legal protection and insurance, not physical product protection."
Ugy0po1t7S3Pbjp7jvZ4AaABAg,-H-NcR9VAHI,Ugy0po1t7S3Pbjp7jvZ4AaABAg,,False,@Amit-Baisya,Is the price disclosed in china ?  With and without photography kit ?,is the price disclosed in china ? with and without photography kit ?,0,2026-04-26 13:30:53+00:00,camera_optics,general,general,general,OPPO Find X9 Ultra Hasselblad Earth Explorer Photography Kit,Isa does tech,,51291,22.64,https://www.youtube.com/watch?v=-H-NcR9VAHI,camera lens protective case,dashboard_user,no_signal,0.95,"The comment simply asks about the price of a phone and its photography kit. There is no mention of any storage or protective product, nor any functional need for protection or storage."
UgwP2fIvrjAP6r4TlZN4AaABAg,_qlFsngB_EQ,UgwP2fIvrjAP6r4TlZN4AaABAg,,False,@denisesmit8706,"Great Video, thank you very much. Just one questions , how do you do the masking, you changed the colour for instance on the bridge ?","great video, thank you very much. just one questions , how do you do the masking, you changed the colour for instance on the bridge ?",0,2026-04-26 12:57:19+00:00,camera_optics|tools_equipment|general_protection,general,general,general,Samsung S26 Ultra - Best Camera Settings for Video and Photos!,Steven Divish,"This is a practical, in-depth tutorial for the Samsung Galaxy S26 Ultra powered by the Snapdragon 8 Elite Gen 5 Mobile Platform for Galaxy.
We'll start with the essential photo settings and composition tools, then move into more advanced controls like autofocus tracking, resolution choices, and how the Qualcomm Spectra ISP + Neural Processing Unit work together for real-time scene optimization.
You’ll also see how the new Virtual Reflector works, which framerate to choose for video, and a full breakdown of APV LOG, including how it differs from HEVC and when to use each format.

Gear I Used in This video:
Freewell x StevenDivish Anamorphic Lens - http://bit.ly/4hgBHu7 
S26 Ultra Kevlar Case - https://bit.ly/3N5JOPd

Finally, I show two workflows for editing APV LOG footage: one directly on the S26 Ultra, and one on a computer for full professional control.

Timecodes:
00:00 - Shot on S26 Ultra
PART 1 (Photography Settings)
00:55 - Photo Settings for S26 Ultra Explained
01:35 - Composition Guide Setting
02:07 - Autofocus and Filters (SNAPDRAGON Qualcomm Spectra ISP and Qualcomm Hexagon NPU Neural Processing)
03:35 - Camera Assistant (Lenses, Focus, Resolution)
05:34 - Advanced Photo Controls on S26 Ultra Explained
07:25 - Scanning and Processing Settings (SNAPDRAGON on-device processing)
09:00 - What resolution to use for photos on S26 Ultra?
10:07 - Virtual Reflector on S26 Ultra Tutorial (SNAPDRAGON real-time processing)
11:04 - Editing with SPen on S26 Ultra
PART 2 (Video Settings)
11:52 - Video Settings
12:05 - Video Resolution HD or 4k Explained
12:30 - Video Framerate (30FPS or 60 FPS)
12:58 - Video Format (Bitrate, HDR, LOG) on S26 Ultra
14:19 - Samsung LUTS for S26 Ultra Videos
15:01 - APV Videos Explained
16:30 - APV Video Settings (LQ vs HQ vs HEVC)
17:50 - Should you choose LOG or HDR for videos?
18:52 - APV Editing (2 ways: on a phone or a laptop)

Make sure to subscribe and like this video it took a lot of time and effort to make this episode. Thank you for your support!

#SponsoredBySnapdragon #s26ultra",173798,43.13,https://www.youtube.com/watch?v=_qlFsngB_EQ,camera best case for,dashboard_user,no_signal,0.95,"The comment asks a technical question about video editing masking techniques. It does not reference any storage or protective product, nor any need for protection or storage of equipment."
UgxBKIAukkSlOCHIA8J4AaABAg,bgcUT0SKs14,UgxBKIAukkSlOCHIA8J4AaABAg,,False,@markwyborn3362,Nice that Brit sent the Grand Seiko over to wear. She has enough lovely watches so I’m sure she doesn’t need it back 😊,nice that brit sent the grand seiko over to wear. she has enough lovely watches so i m sure she doesn t need it back,0,2026-04-26 09:21:35+00:00,camera_optics|digital_accessories|gaming|travel_outdoor|collectibles|audio|general_protection,general,general,general,My Everyday Carry Tech - EDC 2026!,Byte Review,"My EDC tech for 2026! This is every piece of tech I carry with me when I leave the house, phones, headphones, gaming devices, watches, etc! Enjoy!

🏙️ Byte Review Stickers - https://kirokustudio.co.uk/product-category/physical/stickers/
📸 Follow me on IG : https://www.instagram.com/bytereview
-
⌚️ Check out Britt's channel - https://www.youtube.com/@BrittPearceWatches
📼 Echo Mini video - https://youtu.be/XaTRhWazMPs


⚡ Featured :

• iPhone 17 Pro Max - https://geni.us/JiUK
• SnowSky Echo Mini - https://geni.us/jX2zQx
• Nothing Headphone (1) - https://geni.us/zbqpG0
• Ridge Wallet - https://geni.us/5uu2HQ7
• Nomad Tracking Card - https://geni.us/xSLAK
• Ridge Keyholder - https://geni.us/maAEbsF
• Orbitkey Ring - https://geni.us/gl1kl
• Orbitkey Key Organiser - https://bit.ly/3e6PB2e
• Olight iMini 2 Torch - https://geni.us/36861S
• Orbitkey Travel Sling - https://geni.us/Buc4e
• MOFT Snap on Tripod - https://moftinc.pxf.io/c/2523668/2790346/31698
• Ulanzi MA30 Tripod - https://geni.us/XwZZNCU
• Long Weekend Bag - https://bit.ly/3E8DvpN
• Apple Silicone Case - https://geni.us/EPwm59Z
• Anker MagGo Charger - https://geni.us/nJ6YMC
• DJI Osmo Pocket 3 - https://geni.us/Xh31d9l
• Sony A7C ii - https://geni.us/xpXLIKM
• Sony G 24mm 2.8 - https://geni.us/jz6QFh2

📼 Timestamps :

• 0:00 - iPhone 17 Pro Max 6 months later
• 2:27 - I ditched spotify for this...
• 3:45 - Headphones I grew to like
• 4:34 - Wallet & keys with tracking!
• 6:41 - Sweet little torch
• 7:43 - New watches, Tudor, Grand Seiko!
• 9:20 - A better sling bag
• 10:36 - My new favourite iPhone accessory
• 11:45 - I LOVE this wireless charger
• 12:47 - AirPods 3 are...
• 13:42 - Travel Bag of dreams
•14:30 - Retro console of choice
• 15:07 - Favourite vlog filming camera 
• 16:31 - Goodbye Fujifilm X100VI...

• 🎵 Music used - https://www.epidemicsound.com/referral/knr9ry

• Links provided are affiliated & help support the channel •

#edc #everdaycarry #edc2026",70620,36.9,https://www.youtube.com/watch?v=bgcUT0SKs14,camera everyday carry,dashboard_user,no_signal,0.95,"The comment discusses a watch (Grand Seiko) and makes a lighthearted remark about not needing it returned. There is no mention of any storage or protective product, nor any functional need for protection or storage."
UgzTmAlXQcUMqnXzl-Z4AaABAg,aEQENKSmlbA,UgzTmAlXQcUMqnXzl-Z4AaABAg,,False,@DIGITALMIND63,"I own the A7CII. As you noted, the huge negative for me is the viewfinder. Its horrendous and to small. Other than that it’s a power house. Also, I was impatiently waiting for the A7V over a year so I bought the A7CII and put a Small Rig cage on it for better grip. If I wanted the compact size I’ll remove the cage.","i own the a7cii. as you noted, the huge negative for me is the viewfinder. its horrendous and to small. other than that it s a power house. also, i was impatiently waiting for the a7v over a year so i bought the a7cii and put a small rig cage on it for better grip. if i wanted the compact size i ll remove the cage.",2,2026-04-26 09:04:50+00:00,camera_optics,review,general,general,Sony A7C II Review – Is This the Perfect Everyday Camera?,Austin Smith,"Sony A7C II Review – The Perfect Everyday Camera?

In this video, I take a deep dive into the Sony A7C II and share my real-world experience using it as a daily carry camera. I’ve been seriously impressed with how compact and lightweight it is without sacrificing performance—making it a great option for anyone who wants full-frame quality in a smaller setup.

One feature I’ve really enjoyed is the 2.35:1 aspect marker setting, which gives photos a cinematic, movie-like feel right in-camera. It’s a small detail, but it adds a lot creatively if you like that widescreen look.

That said, no camera is perfect. I also go over some of the downsides and limitations I’ve noticed after using it, so you can decide if it’s the right fit for you.

If you’re considering the A7C II or looking for a versatile everyday camera, this review should help you out.

Let me know your thoughts in the comments, and don’t forget to like and subscribe for more gear reviews!

#sonya7cii  #camerareview  #sonyalpha  #photographygear  #everydaycarrygear  #fullframe 
00:00 – Intro

PROS

00:41 – Anti-Dust Function
01:43 – Lightweight
02:51 – Low Profile Design
03:11 – Flip Screen
03:53 – 33 Megapixels
04:49 – Looks Sexy
05:55 – Updated Menu System
06:23 – 2.35:1 Aspect Marker
08:13 – Log 4:2:2 10-bit
08:53 – Works With Any Style

CONS
10:42 – Viewfinder Issues
11:33 – Small Grip
12:33 – Battery Drains Fast

13:57 – Final Thoughts",1479,31.1,https://www.youtube.com/watch?v=aEQENKSmlbA,camera lens everyday carry,dashboard_user,no_signal,0.9,"The comment discusses the Sony A7CII camera's viewfinder and mentions adding a SmallRig cage for better grip. While a cage is a protective accessory, it is a lightweight auxiliary accessory for a camera, not a professional storage or protective container with independent use value. The comment focuses on ergonomics, not protection or storage needs."
UgzVjHW_8e5pMCqKThp4AaABAg,6Uehk0ya9AU,UgzVjHW_8e5pMCqKThp4AaABAg,,False,@HonorV2ultimate1tb,Great video....but wud be better to stop all the excited hysterical screaming like a woman....    i almost had a heart attack❤,great video....but wud be better to stop all the excited hysterical screaming like a woman.... i almost had a heart attack,0,2026-04-26 04:37:22+00:00,camera_optics,general,general,general,OPPO Find X9 Ultra 300mm Lens Attachment,Parker Burton,OPPO just sent out the craziest smartphone accessory with this 300mm lens attachment,205647,64.66,https://www.youtube.com/watch?v=6Uehk0ya9AU,camera lens protective case,dashboard_user,no_signal,0.95,"The comment criticizes the video presenter's excited tone. It does not mention any storage or protective product, nor any need for protection or storage of equipment."
UgxYf5RKoXLuCWxcRRV4AaABAg,PZwO0s0XixM,UgxYf5RKoXLuCWxcRRV4AaABAg,,False,@dsewerek,Why don’t you just put on the lens protector? It’s basically indestructible (trust me),why don t you just put on the lens protector? it s basically indestructible trust me,14,2026-04-26 03:08:23+00:00,camera_optics|travel_outdoor|tools_equipment,general,general,general,Insta360's Best Feature,Justin & Jess,"I took a nasty fall in Zion and shattered my wrist bones—and my Insta360 X5 lens took the hit with me. 🤦‍♂️ Usually, a scratched 360 lens means the camera is toast, but the X5 is a game changer.
In this video, I show you how to swap out damaged lenses for just $45 using the official replacement kit. It’s a total lifesaver for travel creators!

#Insta360X5 #ActionCamera #Camerarepair #Insta360 #TravelGear #AdventurePhotography",14699,38.64,https://www.youtube.com/watch?v=PZwO0s0XixM,camera damaged,dashboard_user,no_signal,0.9,"The comment suggests using a lens protector for an Insta360 camera. A lens protector is a small accessory for an electronic device, similar to a phone screen protector, and is excluded from the target product scope. It does not indicate a need for a professional storage or protective container."
UgxYBHMX63ZJbBZhIAR4AaABAg,bgcUT0SKs14,UgxYBHMX63ZJbBZhIAR4AaABAg,,False,@porkcoffee2683,"i threw away the hard case for my dji, i thought it was packing material 😢","i threw away the hard case for my dji, i thought it was packing material",0,2026-04-26 02:46:29+00:00,camera_optics|digital_accessories|gaming|travel_outdoor|collectibles|audio|general_protection,general,storage_travel,medium,My Everyday Carry Tech - EDC 2026!,Byte Review,"My EDC tech for 2026! This is every piece of tech I carry with me when I leave the house, phones, headphones, gaming devices, watches, etc! Enjoy!

🏙️ Byte Review Stickers - https://kirokustudio.co.uk/product-category/physical/stickers/
📸 Follow me on IG : https://www.instagram.com/bytereview
-
⌚️ Check out Britt's channel - https://www.youtube.com/@BrittPearceWatches
📼 Echo Mini video - https://youtu.be/XaTRhWazMPs


⚡ Featured :

• iPhone 17 Pro Max - https://geni.us/JiUK
• SnowSky Echo Mini - https://geni.us/jX2zQx
• Nothing Headphone (1) - https://geni.us/zbqpG0
• Ridge Wallet - https://geni.us/5uu2HQ7
• Nomad Tracking Card - https://geni.us/xSLAK
• Ridge Keyholder - https://geni.us/maAEbsF
• Orbitkey Ring - https://geni.us/gl1kl
• Orbitkey Key Organiser - https://bit.ly/3e6PB2e
• Olight iMini 2 Torch - https://geni.us/36861S
• Orbitkey Travel Sling - https://geni.us/Buc4e
• MOFT Snap on Tripod - https://moftinc.pxf.io/c/2523668/2790346/31698
• Ulanzi MA30 Tripod - https://geni.us/XwZZNCU
• Long Weekend Bag - https://bit.ly/3E8DvpN
• Apple Silicone Case - https://geni.us/EPwm59Z
• Anker MagGo Charger - https://geni.us/nJ6YMC
• DJI Osmo Pocket 3 - https://geni.us/Xh31d9l
• Sony A7C ii - https://geni.us/xpXLIKM
• Sony G 24mm 2.8 - https://geni.us/jz6QFh2

📼 Timestamps :

• 0:00 - iPhone 17 Pro Max 6 months later
• 2:27 - I ditched spotify for this...
• 3:45 - Headphones I grew to like
• 4:34 - Wallet & keys with tracking!
• 6:41 - Sweet little torch
• 7:43 - New watches, Tudor, Grand Seiko!
• 9:20 - A better sling bag
• 10:36 - My new favourite iPhone accessory
• 11:45 - I LOVE this wireless charger
• 12:47 - AirPods 3 are...
• 13:42 - Travel Bag of dreams
•14:30 - Retro console of choice
• 15:07 - Favourite vlog filming camera 
• 16:31 - Goodbye Fujifilm X100VI...

• 🎵 Music used - https://www.epidemicsound.com/referral/knr9ry

• Links provided are affiliated & help support the channel •

#edc #everdaycarry #edc2026",70620,36.9,https://www.youtube.com/watch?v=bgcUT0SKs14,camera everyday carry,dashboard_user,wishful_thinking,0.95,"The comment expresses regret about throwing away the hard case for a DJI drone, mistakenly thinking it was packing material. This clearly indicates a wishful thinking signal, as the user regrets not keeping the protective case. The hard case for a drone is a professional storage/protective product within scope."
UgzWLG-cFlNnH0dIVuV4AaABAg.AW0vaZpsajsAW1zc7lPt7A,aEQENKSmlbA,UgzWLG-cFlNnH0dIVuV4AaABAg,UgzWLG-cFlNnH0dIVuV4AaABAg,True,@AustinSmith-Photography,"It’s definitely a trade-off, but that portability is just too hard to beat for a daily carry. 📷","it s definitely a trade off, but that portability is just too hard to beat for a daily carry.",1,2026-04-25 21:38:08+00:00,camera_optics,review,general,general,Sony A7C II Review – Is This the Perfect Everyday Camera?,Austin Smith,"Sony A7C II Review – The Perfect Everyday Camera?

In this video, I take a deep dive into the Sony A7C II and share my real-world experience using it as a daily carry camera. I’ve been seriously impressed with how compact and lightweight it is without sacrificing performance—making it a great option for anyone who wants full-frame quality in a smaller setup.

One feature I’ve really enjoyed is the 2.35:1 aspect marker setting, which gives photos a cinematic, movie-like feel right in-camera. It’s a small detail, but it adds a lot creatively if you like that widescreen look.

That said, no camera is perfect. I also go over some of the downsides and limitations I’ve noticed after using it, so you can decide if it’s the right fit for you.

If you’re considering the A7C II or looking for a versatile everyday camera, this review should help you out.

Let me know your thoughts in the comments, and don’t forget to like and subscribe for more gear reviews!

#sonya7cii  #camerareview  #sonyalpha  #photographygear  #everydaycarrygear  #fullframe 
00:00 – Intro

PROS

00:41 – Anti-Dust Function
01:43 – Lightweight
02:51 – Low Profile Design
03:11 – Flip Screen
03:53 – 33 Megapixels
04:49 – Looks Sexy
05:55 – Updated Menu System
06:23 – 2.35:1 Aspect Marker
08:13 – Log 4:2:2 10-bit
08:53 – Works With Any Style

CONS
10:42 – Viewfinder Issues
11:33 – Small Grip
12:33 – Battery Drains Fast

13:57 – Final Thoughts",1479,31.1,https://www.youtube.com/watch?v=aEQENKSmlbA,camera lens everyday carry,dashboard_user,no_signal,0.95,"The comment discusses the portability of a camera for daily carry. It does not mention any storage or protective product, nor any need for protection or storage. The focus is on the camera's size, not on any case or container."
UgzvYsSWOCDYDc45XdZ4AaABAg,J74PqmPW4cc,UgzvYsSWOCDYDc45XdZ4AaABAg,,False,@theawesomest5847,"17:32 the Osights have a lifetime warranty and are amazing.  I own three, 2 are magnetically charged and 1 is a battery.  My SE is on tx22 range you and I couldn't be happier.","17 32 the osights have a lifetime warranty and are amazing. i own three, 2 are magnetically charged and 1 is a battery. my se is on tx22 range you and i couldn t be happier.",5,2026-04-25 19:52:50+00:00,digital_accessories|collectibles|general_protection,tutorial,general,general,Amazon Budget Pistol Setup You’ll Actually Use (And What to Skip for Your EDC),Doug Johnson,"If you carry to protect your family, you probably think about providing for them too. That's what The Modern Provider Podcast is about, check it out here: https://www.youtube.com/watch?v=y5WG1ojh4jQ

Want the full breakdown of how I use YouTube to build real income around our family? Watch my free masterclass here: https://dougjohnsonofficial.com/free-training

Get the Osight SE on Sale Now (thanks Osight for sponsoring the video!)
Purchase here:
Osight Store: https://www.osight.com/s/MBXO49
Amazon: https://amzn.to/4vDuYRr
Sale Period: April 17th, 10:00 AM EDT – April 24th, 11:59 PM EDT

Amazon Gear I Recommend in the Video
Osight SE Green: https://amzn.to/4vDuYRr
Alien Gear Photon: https://amzn.to/4mENViO
Streamlight TLR-7 HL-X: https://amzn.to/4mENViO
Glock 19 Magwell: https://amzn.to/4tTtWiu
Feyachi Light: https://amzn.to/42cilzo
Snap Caps: https://amzn.to/4mDJgNP

Brothers: Not everybody has the budget for top-tier concealed carry gear, and not everybody needs the most expensive setup on the market. But at the same time, Amazon is full of absolute garbage when it comes to optics, holsters, lights, and other gun-related accessories. So in this video, I put together a budget Amazon CCW / EDC setup to see what’s actually worth buying, what’s surprisingly decent, and what should probably stay in the cart forever.

I tested some of the highest-rated and cheapest options I could find across the three essentials: pistol lights, holsters, and optics. Some of it was exactly as sketchy as expected, some of it was better than I thought, and a few products actually felt like something a normal person could realistically use without spending a fortune. I also compared a few of these budget options against the gear I normally carry so there’s a real point of reference instead of just random Amazon gambling.

If you’ve ever wondered whether there’s such a thing as budget CCW gear that’s actually usable, this video is for you. Drop a comment with your favorite hidden Amazon gun gear finds, let me know what I missed, and if this video does well maybe I’ll do a round two with even more weird budget gear. Big thanks to Osight for sponsoring part of this video and sending over the Osight SE for comparison.

Timestamps:
0:00 The Problem With Cheap CCW Gear
0:59 Building the Ultimate Budget Amazon Setup
3:08 Cheap Amazon Lights Put to the Test
7:33 The Amazon Holster Test
12:00 Budget Amazon Optics
13:20 Sponsored: Osight SE Comparison
18:22 Random Amazon Finds That Surprised Me
22:05 Secret Amazon Banger?

Business Inquiries: doug@dougjohnsonofficial.com
Or email me if you have questions about anything too!

If for some reason you wanted to mail me something:
1 League # 61581
Irvine, CA 92602

UPDATED Gear link list, it's too long for the description: https://dougjohnsonofficial.com/gear-links

Links:
Gear I run: https://dougjohnsonofficial.com/gear-links
I'm on IG: https://www.instagram.com/dougjohnsonofficial/
My other channel: https://www.youtube.com/watch?v=YjVx1s7UcO4
Also check out my wife's channel and how we make a living online: https://www.youtube.com/playlist?list=PL2_l6jBJYHpFIUWX1GpDJyHpwA1dECLOf
Free YouTube Training: https://dougjohnsonofficial.com/free-training-g?utm_source=youtube&utm_campaign=firearms
Make sure you carry less-lethal as well, get some POM! https://alnk.to/af1XObU
Get vidIQ to grow your channel faster! 🚀
https://vidiq.com/2a0

Disclaimer:
This video is for educational and discussion purposes only. Nothing in this video should be taken as legal advice, training, or instruction on the use of firearms. Laws vary by state and locality — always know and follow the laws where you live.

All firearms shown are unloaded and handled safely. No endorsement of violence is intended. Carrying a firearm is a serious responsibility that requires proper training, judgment, and compliance with all applicable laws.

This video reflects my personal experiences and opinions only.",21824,45.68,https://www.youtube.com/watch?v=J74PqmPW4cc,camera lens EDC setup,dashboard_user,no_signal,0.95,"The comment discusses firearm sights (Osights) and their warranty. It does not mention any storage or protective product, nor any need for protection or storage of equipment."
Ugyq7NIPqYWAHi0vy_94AaABAg,mbeXPnKPhhg,Ugyq7NIPqYWAHi0vy_94AaABAg,,False,@rotarydisaste3337,I hate it when it happens inside the lens barrel 💀💀💀,i hate it when it happens inside the lens barrel,0,2026-04-25 16:50:43+00:00,camera_optics|digital_accessories,general,general,general,Saving a Broken Vintage Mirrorless: Lumix G2,Shuttario,"Got this old Panasonic Lumix G2 with a totally black screen. At first it looked like the LCD was gone, but after opening it up I found the real problem — a torn flex cable inside the flip screen hinge. I swapped the whole swivel screen mount with another one that had a good flex cable. Put everything back together, powered it on, and the screen came right back to life.",79594,19.35,https://www.youtube.com/watch?v=mbeXPnKPhhg,mirrorless camera damaged,dashboard_user,no_signal,0.95,"The comment expresses frustration about damage inside a lens barrel. While it relates to equipment damage, it does not express a need for a storage or protective product. It is a general complaint about a specific mechanical issue, not about lack of protection."
